2013,Poster,Local Component Analysis,Nicolas Le Roux; Francis R. Bach
2013,Oral,Regularized Auto-Encoders Estimate Local Statistics,Guillaume Alain; Yoshua Bengio; Salah Rifai
2013,Poster,Cutting Recursive Autoencoder Trees,Christian Scheible; Hinrich Schütze
2013,Poster,Efficient Learning of Domain-invariant Image Representations,Judy Hoffman; Erik Rodner; Jeff Donahue; Kate Saenko; Trevor Darrell
2013,Oral,Barnes-Hut-SNE,Laurens van der Maaten
2013,Poster,The Diagonalized Newton Algorithm for Nonnegative Matrix Factorization,Hugo Van hamme
2013,Oral,Feature grouping from spatially constrained multiplicative interaction,Felix Bauer; Roland Memisevic
2013,Poster,Block Coordinate Descent for Sparse NMF,Vamsi K. Potluru; Sergey M. Plis; Jonathan Le Roux; Barak A. Pearlmutter; Vince D. Calhoun; Thomas P. Hayes
2013,Oral,Discrete Restricted Boltzmann Machines,Guido Montúfar; Jason Morton
2013,Oral,The Neural Representation Benchmark and its Evaluation on Brain and Machine,Charles F. Cadieu; Ha Hong; Dan Yamins; Nicolas Pinto; Najib J. Majaj; James J. DiCarlo
2013,Poster,Metric-Free Natural Gradient for Joint-Training of Boltzmann Machines,Guillaume Desjardins; Razvan Pascanu; Aaron C. Courville; Yoshua Bengio
2013,Oral,Information Theoretic Learning with Infinitely Divisible Kernels,Luis Gonzalo Sánchez Giraldo; José C. Príncipe
2013,Oral,Stochastic Pooling for Regularization of Deep Convolutional Neural Networks,Matthew D. Zeiler; Rob Fergus
2013,Oral,Complexity of Representation and Inference in Compositional Models with Part Sharing,Alan L. Yuille; Roozbeh Mottaghi
2013,Oral,Indoor Semantic Segmentation using depth information,Camille Couprie; Clément Farabet; Laurent Najman; Yann LeCun
2013,Poster,Saturating Auto-Encoder,Rostislav Goroshin; Yann LeCun
2013,Oral,Feature Learning in Deep Neural Networks - A Study on Speech Recognition Tasks,Dong Yu; Michael L. Seltzer; Jinyu Li; Jui-Ting Huang; Frank Seide
2013,Poster,Jitter-Adaptive Dictionary Learning - Application to Multi-Trial Neuroelectric Signals,Sebastian Hitziger; Maureen Clerc; Alexandre Gramfort; Sandrine Saillet; Christian G. Bénar; Théodore Papadopoulo
2013,Poster,Training Neural Networks with Stochastic Hessian-Free Optimization,Ryan Kiros
2013,Poster,"Adaptive learning rates and parallelization for stochastic, sparse, non-smooth gradients",Tom Schaul; Yann LeCun
2013,Oral,Discriminative Recurrent Sparse Auto-Encoders,Jason Tyler Rolfe; Yann LeCun
2013,Oral,Knowledge Matters - Importance of Prior Information for Optimization,Çaglar Gülçehre; Yoshua Bengio
2013,Oral,Herded Gibbs Sampling,Luke Bornn; Yutian Chen; Nando de Freitas; Mareija Eskelin; Jing Fang; Max Welling
